revenue,top,browser,platform,site
0.007861308,4.604724832,chrome,mobile,1
0.004957011,14.86282709,safari,mobile,1
0.013050822,4.238104188,chrome,desktop,1
0.013768409,6.952205014,chrome,desktop,2
0.008080338,26.69212843,safari,mobile,2
0.006599543,27.21501916,safari,mobile,3
0.011473657,8.912572065,safari,desktop,2
0.012224003,1.594756056,chrome,desktop,1
0.014082472,4.203266919,chrome,desktop,1
0.006649794,19.04316108,safari,mobile,1
0.010094199,8.144804474,safari,desktop,3
0.008129198,10.63078031,safari,desktop,3
0.009299136,16.12090034,chrome,mobile,2
0.007669305,26.12920128,safari,mobile,4
0.007853392,23.15440667,safari,mobile,3
0.008614864,13.3758811,chrome,mobile,3
0.010619834,17.78295113,safari,desktop,2
0.006965229,22.12989122,safari,mobile,3
0.012953917,3.786406387,chrome,desktop,1
0.012299525,1.560998166,chrome,desktop,3
0.009996184,12.4529405,chrome,mobile,1
0.006574561,20.97823534,safari,mobile,3
0.012619492,5.884679437,chrome,desktop,4
0.006455643,23.02389916,safari,mobile,2
0.016294936,8.333444894,chrome,desktop,2
0.009384105,11.39607281,chrome,mobile,3
0.014602085,8.449907342,chrome,desktop,3
0.004446316,11.53517684,safari,mobile,3
0.007137831,31.23086953,safari,mobile,1
0.008016104,10.97927725,chrome,mobile,2
0.008536316,4.647793591,chrome,mobile,2
0.008974401,14.24329898,chrome,mobile,2
0.010433802,6.822051976,safari,desktop,2
0.006017878,10.48406437,safari,mobile,3
0.01321247,10.17277064,chrome,desktop,3
0.007725455,9.148965221,chrome,mobile,3
0.007351533,18.57387043,safari,mobile,3
0.008091573,8.270770343,safari,desktop,2
0.006409936,4.876911748,chrome,mobile,2
0.00897909,10.74712326,chrome,mobile,3
0.008554648,18.01157176,chrome,mobile,3
0.009892425,13.22569461,safari,desktop,3
0.006045553,12.38670729,safari,mobile,2
0.011346555,2.525528807,chrome,desktop,1
0.00938478,9.03992017,chrome,mobile,3
0.011731844,3.362411282,chrome,desktop,3
0.011770568,2.799902631,chrome,desktop,3
0.012164034,1.059554324,chrome,desktop,1
0.010392754,12.77133306,safari,desktop,1
0.006912826,18.88456929,chrome,mobile,3
0.010415554,5.867444543,safari,desktop,2
0.005850702,13.83156338,safari,mobile,2
0.006751265,28.48919626,safari,mobile,1
0.010128792,3.24353185,safari,desktop,3
0.011610203,7.188489611,safari,desktop,2
0.011713171,4.900616828,chrome,desktop,3
0.014852109,1.441672208,chrome,desktop,1
0.015201973,2.716142789,chrome,desktop,3
0.006750361,27.50686041,safari,mobile,1
0.009228903,5.637513124,safari,desktop,3
0.009887845,11.2748251,safari,desktop,2
0.010124493,9.223121597,chrome,mobile,1
0.012491586,2.203654529,chrome,desktop,1
0.011022029,16.93974285,safari,desktop,2
0.007397072,7.855256788,chrome,mobile,3
0.007003469,29.70236335,safari,mobile,3
0.013168613,2.945423746,chrome,desktop,3
0.006818366,21.08525078,safari,mobile,2
0.009947277,17.01050558,chrome,mobile,2
0.012238165,4.415192278,chrome,desktop,2
0.009563446,6.706918553,safari,desktop,3
0.010271871,13.00121608,safari,desktop,3
0.012308834,6.278915731,chrome,desktop,3
0.009403563,10.81920647,safari,desktop,3
0.011281552,10.28324182,safari,desktop,1
0.013407156,5.252262775,chrome,desktop,1
0.007446081,10.47287203,chrome,mobile,2
0.007266713,13.43987047,safari,mobile,3
0.009424767,10.98189132,chrome,mobile,2
0.008647276,12.69538592,chrome,mobile,2
0.006799109,12.80493543,safari,mobile,4
0.009426875,3.432392238,safari,desktop,1
0.005713472,18.88157558,safari,mobile,3
0.013042068,2.56445698,chrome,desktop,1
0.011478357,5.217867757,chrome,desktop,3
0.007710553,10.66726135,chrome,mobile,2
0.007995645,37.74752836,safari,mobile,2
0.01227466,7.252909254,chrome,desktop,2
0.009283672,1.614103863,safari,desktop,2
0.008569824,10.31133425,chrome,mobile,3
0.008494754,10.44036695,chrome,mobile,3
0.00879231,4.182623404,chrome,mobile,4
0.007974825,8.932814222,chrome,mobile,2
0.006365002,27.11046395,safari,mobile,2
0.012477089,0.352023788,chrome,desktop,2
0.011807531,14.63842065,safari,desktop,3
0.014055675,3.778065954,chrome,desktop,3
0.011791277,7.24666806,safari,desktop,4
0.005138922,17.49650565,safari,mobile,2
0.008216568,9.461693472,chrome,mobile,3
0.009010502,15.90873407,chrome,mobile,3
0.005498495,16.14982237,safari,mobile,3
0.012723082,1.758098838,chrome,desktop,3
0.004254067,18.62770661,safari,mobile,3
0.011498287,2.987564458,chrome,desktop,2
0.005709234,21.7587471,safari,mobile,2
0.010837315,13.71978904,safari,desktop,3
0.008173888,22.6018169,safari,mobile,3
0.006275614,21.4914948,safari,mobile,2
0.008073769,5.077466064,chrome,mobile,3
0.010647124,3.746933832,safari,desktop,3
0.006321124,20.60241586,safari,mobile,2
0.012651576,0.409144585,chrome,desktop,2
0.01082245,11.86668228,safari,desktop,2
0.008578055,8.997791884,chrome,mobile,1
0.008524347,6.110650752,safari,desktop,2
0.013176964,6.373326826,chrome,desktop,1
0.012367344,11.78364548,safari,desktop,3
0.009971609,17.56443193,chrome,mobile,3
0.007514848,19.51173724,safari,mobile,3
0.010073499,11.02229553,safari,desktop,1
0.010744296,6.191971932,safari,desktop,2
0.013476603,13.26001948,chrome,desktop,3
0.012570114,2.5230606,chrome,desktop,2
0.01248949,5.539788533,chrome,desktop,2
0.006968867,17.28591115,safari,mobile,1
0.012663429,4.304851358,chrome,desktop,2
0.015897869,3.019491102,chrome,desktop,2
0.007363056,18.97075161,safari,mobile,2
0.01324987,3.599073649,chrome,desktop,2
0.012315015,1.436893762,chrome,desktop,3
0.010529115,3.18039285,safari,desktop,2
0.012795853,4.466474984,chrome,desktop,3
0.014707821,1.929416336,chrome,desktop,3
0.014071047,8.496707883,chrome,desktop,1
0.005668284,14.54671957,safari,mobile,3
0.008968761,6.136072857,chrome,mobile,1
0.013029723,2.934623978,chrome,desktop,3
0.013988341,9.219140649,chrome,desktop,3
0.008853257,11.33620416,chrome,mobile,3
0.010807016,10.18076856,safari,desktop,4
0.009414332,3.082676024,safari,desktop,3
0.008560153,10.74362943,safari,desktop,2
0.005069708,15.55268597,safari,mobile,3
0.008588328,14.1753835,chrome,mobile,3
0.007018403,21.24984226,safari,mobile,2
0.009496804,10.37635971,safari,desktop,1
0.008200698,3.102563581,chrome,mobile,1
0.01372555,1.553515163,chrome,desktop,3
0.014127055,10.73381286,chrome,desktop,1
0.00900217,16.64920544,chrome,mobile,3
0.009260483,6.876667137,safari,desktop,3
0.013398677,14.84805224,safari,desktop,1
0.011212935,3.10721897,safari,desktop,3
0.009713861,2.612380451,safari,desktop,1
0.011330303,6.814467584,safari,desktop,3
0.013746833,11.80195542,chrome,desktop,3
0.010600701,9.439456785,safari,desktop,3
0.012008729,13.62670916,safari,desktop,2
0.011021024,0.788151739,chrome,desktop,4
0.006595758,18.85247566,safari,mobile,3
0.012583685,2.817302188,chrome,desktop,3
0.013405038,4.91552378,chrome,desktop,2
0.012009764,14.26070221,safari,desktop,2
0.010507005,15.24258313,chrome,mobile,4
0.014198525,7.464295733,chrome,desktop,2
0.010953597,7.553728686,safari,desktop,1
0.011933883,14.58452486,safari,desktop,2
0.01042535,11.16379174,safari,desktop,2
0.009074268,11.55228068,chrome,mobile,3
0.011726657,14.98453675,safari,desktop,4
0.009093535,4.804469054,safari,desktop,1
0.007989232,4.247386459,chrome,mobile,4
0.004768772,10.36764102,safari,mobile,3
0.012362818,0.384252197,chrome,desktop,1
0.009482115,8.479078273,chrome,mobile,2
0.008242298,9.202772173,chrome,mobile,2
0.012241967,13.80856854,safari,desktop,4
0.01163726,10.85634726,safari,desktop,1
0.011143903,5.985848035,chrome,desktop,3
0.007341436,15.21492213,safari,mobile,2
0.009219587,11.19982918,safari,desktop,2
0.014626011,6.110082421,chrome,desktop,1
0.011489209,3.904502927,safari,desktop,3
0.008407426,33.43663625,safari,mobile,2
0.010846206,6.327536932,safari,desktop,1
0.013069504,12.46601554,chrome,desktop,1
0.010469007,8.09796138,safari,desktop,2
0.010693654,18.26959292,chrome,mobile,3
0.00746789,25.64242196,safari,mobile,3
0.009417841,36.38178974,safari,mobile,3
0.006057061,28.68754284,safari,mobile,1
0.011093492,9.144998557,safari,desktop,2
0.010624127,5.177142709,safari,desktop,3
0.010995357,7.387402662,safari,desktop,2
0.01278092,4.337762842,chrome,desktop,3
0.009999109,13.63817601,safari,desktop,3
0.006984765,13.49477235,safari,mobile,1
0.012631774,5.418914369,chrome,desktop,4
0.010279207,3.722698212,safari,desktop,4
0.01147257,8.309788507,safari,desktop,2
0.007623398,14.8561519,chrome,mobile,2
0.011827898,4.536104628,chrome,desktop,3
0.007944154,18.76454324,safari,mobile,2
0.010438314,5.418687157,safari,desktop,3
0.008212736,12.39153982,chrome,mobile,3
0.005231851,18.92860221,safari,mobile,3
0.012310044,1.272851489,chrome,desktop,3
0.010028238,6.568260874,safari,desktop,2
0.007866581,26.78651456,safari,mobile,3
0.009244735,8.811083369,chrome,mobile,1
0.010942018,10.91764065,safari,desktop,2
0.012582859,1.969738811,chrome,desktop,3
0.010114813,4.98531171,safari,desktop,2
0.007380893,15.20923537,chrome,mobile,1
0.014578221,2.790922126,chrome,desktop,3
0.008951671,7.095303874,safari,desktop,2
0.012081976,4.445209192,chrome,desktop,3
0.009762739,10.38488309,safari,desktop,3
0.009184503,9.100603526,chrome,mobile,4
0.007555243,1.461299373,chrome,mobile,1
0.009659595,5.05132258,safari,desktop,3
0.012935456,6.816058457,chrome,desktop,4
0.008454431,14.50076886,safari,mobile,3
0.008237452,13.46225849,chrome,mobile,3
0.008268609,16.27412928,safari,mobile,1
0.010073811,7.438014811,chrome,mobile,2
0.008792117,25.16022411,safari,mobile,2
0.009955733,31.46798515,chrome,mobile,1
0.009947743,7.667386763,safari,desktop,3
0.014324583,1.053233909,chrome,desktop,4
0.005424716,20.85576768,safari,mobile,2
0.012475071,5.12085199,chrome,desktop,3
0.01103301,6.403756068,safari,desktop,3
0.005399974,14.65024989,safari,mobile,2
0.006110507,19.35795499,safari,mobile,4
0.011149777,2.967525992,chrome,desktop,3
0.012808043,7.005916023,chrome,desktop,2
0.007320604,10.44623127,chrome,mobile,3
0.014542909,22.03619411,chrome,desktop,2
0.007659165,19.05220658,safari,mobile,2
0.011885153,4.651649379,chrome,desktop,2
0.011126974,2.824240625,chrome,desktop,3
0.008879762,17.27508018,safari,mobile,3
0.013125238,3.287056141,chrome,desktop,2
0.005794586,17.31256472,safari,mobile,3
0.007047135,21.72911838,safari,mobile,2
0.008985121,2.865158385,safari,desktop,2
0.007580495,25.88093314,safari,mobile,3
0.006057527,30.22728636,safari,mobile,2
0.011282689,28.27702631,chrome,mobile,4
0.013625111,8.849301455,chrome,desktop,3
0.005949342,24.35269242,safari,mobile,4
0.01057475,5.708498334,safari,desktop,1
0.004569004,18.05608525,safari,mobile,2
0.009411481,3.076707627,safari,desktop,2
0.008028543,10.05224739,chrome,mobile,3
0.008694385,11.7476637,chrome,mobile,4
0.009443847,16.42344503,safari,desktop,1
0.012861719,6.133128436,safari,desktop,3
0.010318459,8.466645525,chrome,mobile,2
0.013604246,15.20719514,chrome,desktop,2
0.00719663,20.55553633,safari,mobile,3
0.013467003,13.19133085,chrome,desktop,3
0.014592888,5.702789609,chrome,desktop,3
0.011788462,5.935368531,chrome,desktop,3
0.012088477,2.9525742,chrome,desktop,2
0.012087244,4.532420979,safari,desktop,3
0.009480901,5.801107866,safari,desktop,3
0.007677223,27.00131085,safari,mobile,4
0.00626503,10.63812542,chrome,mobile,2
0.007052319,22.24822691,safari,mobile,4
0.006651111,16.48738505,safari,mobile,3
0.01205881,17.12558133,safari,desktop,1
0.011824515,3.576240679,chrome,desktop,3
0.012617249,3.12140053,chrome,desktop,2
0.013446864,5.677565339,chrome,desktop,3
0.009605951,11.97056604,chrome,mobile,3
0.011784204,4.175381186,chrome,desktop,1
0.005927679,19.35682978,safari,mobile,1
0.012209939,15.39006252,safari,desktop,4
0.015074965,4.800295432,chrome,desktop,2
0.009434557,33.90213761,safari,mobile,2
0.011313871,7.217048679,safari,desktop,3
0.006769064,19.7384439,safari,mobile,3
0.008705668,4.302690351,safari,desktop,2
0.006670116,18.43918669,safari,mobile,2
0.007405597,9.002696696,chrome,mobile,2
0.014356836,7.321363255,chrome,desktop,3
0.015372069,2.07803677,chrome,desktop,2
0.009149852,18.95952979,chrome,mobile,3
0.005764367,19.23458981,safari,mobile,2
0.010539305,8.242076325,safari,desktop,1
0.011753794,6.65780314,chrome,desktop,4
0.005118222,12.05012552,safari,mobile,2
0.013429935,3.671061185,chrome,desktop,2
0.006721182,21.05557905,safari,mobile,2
0.009935648,8.3925328,safari,desktop,2
0.010222007,23.58622,chrome,mobile,3
0.009006454,10.03184031,safari,desktop,1
0.012619619,6.518084125,chrome,desktop,3
0.013276394,0.918450401,chrome,desktop,2
0.007370991,30.46274386,safari,mobile,2
0.009440622,7.904367895,chrome,mobile,3
0.012841385,6.356897366,chrome,desktop,4
0.007731614,15.9887322,chrome,mobile,3
0.011839068,1.804751489,chrome,desktop,2
0.005784049,21.06761195,safari,mobile,4
0.009235608,10.85671677,chrome,mobile,3
0.011806231,12.5085953,chrome,mobile,1
0.013395569,1.540706092,chrome,desktop,2
0.011550089,14.9905108,safari,desktop,2
0.009686766,6.084998572,safari,desktop,1
0.006261628,22.66332252,safari,mobile,2
0.010885512,13.04336663,safari,desktop,2
0.010340498,13.57734095,chrome,mobile,4
0.008539049,6.849692988,safari,desktop,2
0.011675558,6.95138759,safari,desktop,3
0.004626721,13.56196002,safari,mobile,2
0.013985289,7.584653779,chrome,desktop,2
0.010724749,11.42530915,safari,desktop,1
0.005982916,12.58736923,safari,mobile,2
0.008313247,7.55097275,chrome,mobile,4
0.006821849,18.44443506,safari,mobile,1
0.011061208,8.751200952,safari,desktop,1
0.010661973,8.340913656,safari,desktop,3
0.009310902,9.82485722,chrome,mobile,2
0.006138315,15.85805144,safari,mobile,2
0.005905578,19.48632064,safari,mobile,1
0.010896959,4.058374757,safari,desktop,1
0.007674947,4.295055401,chrome,mobile,1
0.00820447,26.98100808,safari,mobile,2
0.003007537,9.408299873,safari,mobile,2
0.013767849,8.640339039,chrome,desktop,2
0.00899213,13.84714737,chrome,mobile,1
0.007955891,20.64721012,safari,mobile,3
0.00647734,17.32941573,safari,mobile,2
0.010518747,18.24047594,chrome,mobile,3
0.013179774,6.350305079,chrome,desktop,2
0.010164274,3.198751016,safari,desktop,1
0.01259524,3.275228636,chrome,desktop,3
0.007547736,5.895214159,chrome,mobile,2
0.009913,2.988704022,safari,desktop,2
0.008902072,8.078803021,chrome,mobile,2
0.013764383,0.766163514,chrome,desktop,2
0.010855444,9.757904384,safari,desktop,2
0.013845912,2.909235367,chrome,desktop,4
0.012988077,4.128322174,chrome,desktop,3
0.010778386,8.181581432,safari,desktop,3
0.006702331,23.43489046,safari,mobile,3
0.01129349,15.75992766,safari,desktop,3
0.012073473,11.4489139,safari,desktop,3
0.00686414,18.7248837,safari,mobile,2
0.01307445,8.782539814,chrome,desktop,2
0.008924765,1.734409901,safari,desktop,2
0.012089973,1.706079472,chrome,desktop,3
0.00866582,8.900274009,chrome,mobile,2
0.007594598,10.01892008,chrome,mobile,2
0.008339806,10.42165856,chrome,mobile,1
0.006143697,25.54558591,safari,mobile,2
0.004519285,17.396082,safari,mobile,3
0.006195689,14.83721726,safari,mobile,4
0.007821874,6.68085929,chrome,mobile,3
0.014421186,10.80126596,chrome,desktop,3
0.009689106,4.859759731,safari,desktop,3
0.009491347,9.833838816,chrome,mobile,3
0.013303037,2.724192838,chrome,desktop,2
0.007570744,29.22104404,safari,mobile,3
0.005475748,22.54766506,safari,mobile,2
0.008613343,12.15576508,chrome,mobile,2
0.014746558,7.192973867,chrome,desktop,3
0.008851229,12.4490638,chrome,mobile,2
0.009954861,4.05773294,safari,desktop,4
0.010730748,4.406983514,safari,desktop,2
0.012302335,1.242000215,chrome,desktop,3
0.008711237,7.513506928,safari,desktop,4
0.01221062,12.17092837,safari,desktop,2
0.008861146,2.960297655,safari,desktop,2
0.009842547,4.943736803,safari,desktop,2
0.009817266,10.35786598,safari,desktop,3
0.009116374,8.420325017,safari,desktop,3
0.014713433,7.71636951,chrome,desktop,2
0.009323597,3.98809626,safari,desktop,2
0.01104387,8.795294028,safari,desktop,3
0.005073982,16.36318604,safari,mobile,2
0.012700162,8.284821689,chrome,desktop,2
0.010395854,12.31335238,chrome,mobile,2
0.004813935,10.24113202,safari,mobile,3
0.009124106,9.373763463,chrome,mobile,3
0.007979557,6.749910589,safari,desktop,3
0.013224107,2.186348767,chrome,desktop,3
0.014874404,2.732173725,chrome,desktop,3
0.012153422,1.748381188,chrome,desktop,4
0.006414902,14.6961942,safari,mobile,1
0.013848024,2.738325625,chrome,desktop,2
0.011516449,9.131145016,safari,desktop,1
0.009589281,16.9463618,chrome,mobile,2
0.011913351,5.401319192,chrome,desktop,4
0.009511667,32.37135017,safari,mobile,3
0.009994361,17.35978271,chrome,mobile,2
0.014142942,1.652492987,chrome,desktop,1
0.007025542,13.72928457,safari,mobile,3
0.009903488,11.61732812,safari,desktop,3
0.007694461,4.865585615,safari,desktop,2
0.012402396,6.508872171,chrome,desktop,3
0.013258021,6.918472265,chrome,desktop,2
0.004800713,28.46332789,safari,mobile,3
